Simple site,Unnamed: 0,Avg. Flood Depth when Flooded (ft),90th Percentile Flood Depth when Flooded (ft),10th Percentile Flood Depth when Flooded (ft),Std. Deviation Flood Depth when Flooded 
CRMS0614,12.0,0.1553734556024088,0.5230000000006922,0.0,0.3043728701741696
CRMS0615,13.0,0.3287977065214766,0.8300000000014588,0.0,0.3680649468219191
CRMS0616,14.0,0.332405304323657,0.8500000000016282,0.0,0.4037685665007909
CRMS0618,15.0,0.1910525300489699,0.5991000000008941,0.0,0.3259416872917792
CRMS0619,16.0,0.5293482772768014,0.9400000000015152,0.1599999999998731,0.3511790163486281
CRMS0622,17.0,0.5289795856788696,1.0500000000019027,0.0,0.4125833450960492
CRMS0623,18.0,0.308840311073767,0.808000000000818,0.0,0.3918752539514458
CRMS0624,19.0,0.464725316996724,1.1199999999978882,0.0,0.4736079127178749
CRMS0626,20.0,0.4187800098834998,1.0010000000008783,0.0,0.4573431040897789
CRMS0630,21.0,0.3282563506520178,0.9499999999979898,0.0,0.4523843116311848
CRMS0632,22.0,0.4915876708129184,0.9299999999977632,0.108000000000137,0.3209681904289976
CRMS0633,23.0,0.3113779276405775,0.8099999999986437,0.0,0.3707957435956296
CRMS0635,24.0,0.4189800281520267,0.8429999999979629,0.0,0.3613991659706283
CRMS0638,25.0,0.3484143687417783,0.8760000000008075,0.0,0.4044756700660243
CRMS0639,26.0,0.2481701251738589,0.6140000000009747,0.0,0.3066708206141249
CRMS0641,27.0,0.267687046349181,0.7519999999979222,0.0,0.3900935946930413
CRMS0642,28.0,0.3409514902796396,0.7300000000002438,0.0,0.333872204676159
CRMS0644,29.0,0.4944477278068857,1.0479999999981693,0.0,0.433684931805525
CRMS0645,30.0,0.3204816300139929,0.875799999998524,0.0,0.4052190782167295
CRMS0647,31.0,0.4433901747496609,0.8279999999983563,0.0,0.3308143092219249
CRMS0648,32.0,0.4993657708247508,1.1300000000018289,0.0,0.4408193129690055
CRMS0650,33.0,0.4031462478271213,0.9609999999988104,0.0,0.4414756909413368
CRMS0651,34.0,0.3029934240447344,0.7599999999985576,0.0,0.372654549544083
CRMS0655,35.0,0.3831378699333811,0.8889999999990712,0.0,0.3808576866794776
CRMS0656,36.0,0.1733053623188374,0.529999999999218,0.0,0.2971347270386207
CRMS0658,37.0,0.3570581548613497,0.9529999999980504,0.0,0.4820029257321678
CRMS0660,38.0,0.1276533114165302,0.446000000001617,0.0,0.2743654556762102
CRMS0661,39.0,0.4539141851780962,1.050000000002,0.0,0.4612248383491516
CRMS0662,40.0,0.1781132436665584,0.5800000000013218,0.0,0.3600296895628898
CRMS0663,41.0,0.2970300157594897,0.8399999999976508,0.0,0.4454574926563076
CRMS0665,42.0,0.5370716795559489,1.0099999999978704,0.090000000000112,0.4251508228408327
CRMS0669,21.5,0.2993867990485317,0.7700000000007988,0.0,0.34864292301738276
CRMS0672,1.0,0.3317887323943628,0.801999999999344,0.0,0.3800734462369218
CRMS0677,2.0,0.4196696672816329,0.9820000000026436,0.0,0.4843266627231223
CRMS0680,3.0,0.2321010885205391,0.6259999999991915,0.0,0.3621502905562954
CRMS0682,4.0,0.265996677920531,0.785000000002323,0.0,0.4006781672454976
CRMS0683,5.0,0.257891222375238,0.7100000000009833,0.0,0.3486919131828445
CRMS0684,6.0,0.3846423500270403,0.9799999999991248,0.0,0.4589273385376902
CRMS0685,7.0,0.1696753804677398,0.5910000000003276,0.0,0.3213599654751219
CRMS0687,8.0,0.2123469396416378,0.6999999999984502,0.0,0.3293895077973375
CRMS0691,9.0,0.8171241796626783,1.4990000000015935,0.1100000000001058,0.5361138068386471
CRMS0693,10.0,0.6186485809396144,1.1260000000010943,0.111999999999734,0.4000722862697896
CRMS0694,11.0,0.511716607567479,1.0320000000027214,0.0,0.4270748749913782
CRMS0697,12.0,0.2617657525235696,0.7780000000010234,0.0,0.4487910683456267
CRMS0978,13.0,0.3870312849161995,0.9890000000011944,0.0,0.4358044809854944
CRMS1024,14.0,0.2300005494764276,0.7799999999990749,0.0,0.4229332259005158
CRMS1069,15.0,0.1494516942957537,0.5520000000011558,0.0,0.3431123771225887
CRMS1100,16.0,0.3010153999470586,0.8490000000011557,0.0,0.4025132200571396
CRMS1130,17.0,0.6192426557857249,1.357999999998322,0.0,0.5516746579451078
CRMS1205,18.0,0.2381637290038452,0.6630000000003927,0.0,0.3345343886321619
CRMS1277,19.0,0.6399662766415228,1.195999999998659,0.0,0.4701302546766074
CRMS1409,20.0,0.5591843194685341,1.2100000000015734,0.0,0.5112813754017227
CRMS1413,21.0,0.5165983998381265,1.2490000000002526,0.0,0.5314521184540721
CRMS1446,22.0,0.5111394635847983,1.2559999999965727,0.0,0.5366144708479986
CRMS1650,23.0,0.144121532507601,0.5500000000010701,0.0,0.3225589953475512
CRMS1738,24.0,0.243774702735087,0.72500000000067,0.0,0.3389455395255747
CRMS1743,25.0,0.2353469784296502,0.698999999998774,0.0,0.3282685523924912
CRMS1838,26.0,0.5083342149241883,1.2470000000023305,0.0,0.5655884726891325
CRMS1858,27.0,0.32448829403877,0.7449999999991657,0.0,0.3385421109176827
